id;identifier;species_id;height;weight;base_experience;order;is_default
{id: 21;name: 'spearow'; species_id: 21;height: 3;weight: 20;base_experience: 52;order: 30;is_default: 1},
{id: 22;name: 'fearow'; species_id: 22;height: 12;weight: 380;base_experience: 155;order: 31;is_default: 1},
{id: 23;name: 'ekans'; species_id: 23;height: 20;weight: 69;base_experience: 58;order: 32;is_default: 1},
{id: 24;name: 'arbok'; species_id: 24;height: 35;weight: 650;base_experience: 157;order: 33;is_default: 1},
{id: 25;name: 'pikachu'; species_id: 25;height: 4;weight: 60;base_experience: 112;order: 35;is_default: 1},
{id: 26;name: 'raichu'; species_id: 26;height: 8;weight: 300;base_experience: 243;order: 51;is_default: 1},
{id: 27;name: 'sandshrew'; species_id: 27;height: 6;weight: 120;base_experience: 60;order: 53;is_default: 1},
{id: 28;name: 'sandslash'; species_id: 28;height: 10;weight: 295;base_experience: 158;order: 55;is_default: 1},
{id: 29;name: 'nidoran-f'; species_id: 29;height: 4;weight: 70;base_experience: 55;order: 57;is_default: 1},
{id: 30;name: 'nidorina'; species_id: 30;height: 8;weight: 200;base_experience: 128;order: 58;is_default: 1},
{id: 31;name: 'nidoqueen'; species_id: 31;height: 13;weight: 600;base_experience: 253;order: 59;is_default: 1},
{id: 32;name: 'nidoran-m'; species_id: 32;height: 5;weight: 90;base_experience: 55;order: 60;is_default: 1},
{id: 33;name: 'nidorino'; species_id: 33;height: 9;weight: 195;base_experience: 128;order: 61;is_default: 1},
{id: 34;name: 'nidoking'; species_id: 34;height: 14;weight: 620;base_experience: 253;order: 62;is_default: 1},
{id: 35;name: 'clefairy'; species_id: 35;height: 6;weight: 75;base_experience: 113;order: 64;is_default: 1},
{id: 36;name: 'clefable'; species_id: 36;height: 13;weight: 400;base_experience: 242;order: 65;is_default: 1},
{id: 37;name: 'vulpix'; species_id: 37;height: 6;weight: 99;base_experience: 60;order: 66;is_default: 1},
{id: 38;name: 'ninetales'; species_id: 38;height: 11;weight: 199;base_experience: 177;order: 68;is_default: 1},
{id: 39;name: 'jigglypuff'; species_id: 39;height: 5;weight: 55;base_experience: 95;order: 71;is_default: 1},
{id: 40;name: 'wigglytuff'; species_id: 40;height: 10;weight: 120;base_experience: 218;order: 72;is_default: 1},
{id: 41;name: 'zubat'; species_id: 41;height: 8;weight: 75;base_experience: 49;order: 73;is_default: 1},
{id: 42;name: 'golbat'; species_id: 42;height: 16;weight: 550;base_experience: 159;order: 74;is_default: 1},
{id: 43;name: 'oddish'; species_id: 43;height: 5;weight: 54;base_experience: 64;order: 76;is_default: 1},
{id: 44;name: 'gloom'; species_id: 44;height: 8;weight: 86;base_experience: 138;order: 77;is_default: 1},
{id: 45;name: 'vileplume'; species_id: 45;height: 12;weight: 186;base_experience: 245;order: 78;is_default: 1},
{id: 46;name: 'paras'; species_id: 46;height: 3;weight: 54;base_experience: 57;order: 80;is_default: 1},
{id: 47;name: 'parasect'; species_id: 47;height: 10;weight: 295;base_experience: 142;order: 81;is_default: 1},
{id: 48;name: 'venonat'; species_id: 48;height: 10;weight: 300;base_experience: 61;order: 82;is_default: 1},
{id: 49;name: 'venomoth'; species_id: 49;height: 15;weight: 125;base_experience: 158;order: 83;is_default: 1},
{id: 50;name: 'diglett'; species_id: 50;height: 2;weight: 8;base_experience: 53;order: 84;is_default: 1},
{id: 51;name: 'dugtrio'; species_id: 51;height: 7;weight: 333;base_experience: 149;order: 86;is_default: 1},
{id: 52;name: 'meowth'; species_id: 52;height: 4;weight: 42;base_experience: 58;order: 88;is_default: 1},
{id: 53;name: 'persian'; species_id: 53;height: 10;weight: 320;base_experience: 154;order: 91;is_default: 1},
{id: 54;name: 'psyduck'; species_id: 54;height: 8;weight: 196;base_experience: 64;order: 93;is_default: 1},
{id: 55;name: 'golduck'; species_id: 55;height: 17;weight: 766;base_experience: 175;order: 94;is_default: 1},
{id: 56;name: 'mankey'; species_id: 56;height: 5;weight: 280;base_experience: 61;order: 95;is_default: 1},
{id: 57;name: 'primeape'; species_id: 57;height: 10;weight: 320;base_experience: 159;order: 96;is_default: 1},
{id: 58;name: 'growlithe'; species_id: 58;height: 7;weight: 190;base_experience: 70;order: 97;is_default: 1},
{id: 59;name: 'arcanine'; species_id: 59;height: 19;weight: 1550;base_experience: 194;order: 98;is_default: 1},
{id: 60;name: 'poliwag'; species_id: 60;height: 6;weight: 124;base_experience: 60;order: 99;is_default: 1},
{id: 61;name: 'poliwhirl'; species_id: 61;height: 10;weight: 200;base_experience: 135;order: 100;is_default: 1},
{id: 62;name: 'poliwrath'; species_id: 62;height: 13;weight: 540;base_experience: 255;order: 101;is_default: 1},
{id: 63;name: 'abra'; species_id: 63;height: 9;weight: 195;base_experience: 62;order: 103;is_default: 1},
{id: 64;name: 'kadabra'; species_id: 64;height: 13;weight: 565;base_experience: 140;order: 104;is_default: 1},
{id: 65;name: 'alakazam'; species_id: 65;height: 15;weight: 480;base_experience: 250;order: 105;is_default: 1},
{id: 66;name: 'machop'; species_id: 66;height: 8;weight: 195;base_experience: 61;order: 107;is_default: 1},
{id: 67;name: 'machoke'; species_id: 67;height: 15;weight: 705;base_experience: 142;order: 108;is_default: 1},
{id: 68;name: 'machamp'; species_id: 68;height: 16;weight: 1300;base_experience: 253;order: 109;is_default: 1},
{id: 69;name: 'bellsprout'; species_id: 69;height: 7;weight: 40;base_experience: 60;order: 110;is_default: 1},
{id: 70;name: 'weepinbell'; species_id: 70;height: 10;weight: 64;base_experience: 137;order: 111;is_default: 1},
{id: 71;name: 'victreebel'; species_id: 71;height: 17;weight: 155;base_experience: 221;order: 112;is_default: 1},
{id: 72;name: 'tentacool'; species_id: 72;height: 9;weight: 455;base_experience: 67;order: 113;is_default: 1},
{id: 73;name: 'tentacruel'; species_id: 73;height: 16;weight: 550;base_experience: 180;order: 114;is_default: 1},
{id: 74;name: 'geodude'; species_id: 74;height: 4;weight: 200;base_experience: 60;order: 115;is_default: 1},
{id: 75;name: 'graveler'; species_id: 75;height: 10;weight: 1050;base_experience: 137;order: 117;is_default: 1},
{id: 76;name: 'golem'; species_id: 76;height: 14;weight: 3000;base_experience: 223;order: 119;is_default: 1},
{id: 77;name: 'ponyta'; species_id: 77;height: 10;weight: 300;base_experience: 82;order: 121;is_default: 1},
{id: 78;name: 'rapidash'; species_id: 78;height: 17;weight: 950;base_experience: 175;order: 123;is_default: 1},
{id: 79;name: 'slowpoke'; species_id: 79;height: 12;weight: 360;base_experience: 63;order: 125;is_default: 1},
{id: 80;name: 'slowbro'; species_id: 80;height: 16;weight: 785;base_experience: 172;order: 127;is_default: 1},
{id: 81;name: 'magnemite'; species_id: 81;height: 3;weight: 60;base_experience: 65;order: 132;is_default: 1},
{id: 82;name: 'magneton'; species_id: 82;height: 10;weight: 600;base_experience: 163;order: 133;is_default: 1},
{id: 83;name: 'farfetchd'; species_id: 83;height: 8;weight: 150;base_experience: 132;order: 135;is_default: 1},
{id: 84;name: 'doduo'; species_id: 84;height: 14;weight: 392;base_experience: 62;order: 137;is_default: 1},
{id: 85;name: 'dodrio'; species_id: 85;height: 18;weight: 852;base_experience: 165;order: 138;is_default: 1},
{id: 86;name: 'seel'; species_id: 86;height: 11;weight: 900;base_experience: 65;order: 139;is_default: 1},
{id: 87;name: 'dewgong'; species_id: 87;height: 17;weight: 1200;base_experience: 166;order: 140;is_default: 1},
{id: 88;name: 'grimer'; species_id: 88;height: 9;weight: 300;base_experience: 65;order: 141;is_default: 1},
{id: 89;name: 'muk'; species_id: 89;height: 12;weight: 300;base_experience: 175;order: 143;is_default: 1},
{id: 90;name: 'shellder'; species_id: 90;height: 3;weight: 40;base_experience: 61;order: 145;is_default: 1},
{id: 91;name: 'cloyster'; species_id: 91;height: 15;weight: 1325;base_experience: 184;order: 146;is_default: 1},
{id: 92;name: 'gastly'; species_id: 92;height: 13;weight: 1;base_experience: 62;order: 147;is_default: 1},
{id: 93;name: 'haunter'; species_id: 93;height: 16;weight: 1;base_experience: 142;order: 148;is_default: 1},
{id: 94;name: 'gengar'; species_id: 94;height: 15;weight: 405;base_experience: 250;order: 149;is_default: 1},
{id: 95;name: 'onix'; species_id: 95;height: 88;weight: 2100;base_experience: 77;order: 151;is_default: 1},
{id: 96;name: 'drowzee'; species_id: 96;height: 10;weight: 324;base_experience: 66;order: 154;is_default: 1},
{id: 97;name: 'hypno'; species_id: 97;height: 16;weight: 756;base_experience: 169;order: 155;is_default: 1},
{id: 98;name: 'krabby'; species_id: 98;height: 4;weight: 65;base_experience: 65;order: 156;is_default: 1},
{id: 99;name: 'kingler'; species_id: 99;height: 13;weight: 600;base_experience: 166;order: 157;is_default: 1},
{id: 100;name: 'voltorb'; species_id: 100;height: 5;weight: 104;base_experience: 66;order: 158;is_default: 1},
{id: 101;name: 'electrode'; species_id: 101;height: 12;weight: 666;base_experience: 172;order: 159;is_default: 1},
{id: 102;name: 'exeggcute'; species_id: 102;height: 4;weight: 25;base_experience: 65;order: 160;is_default: 1},
{id: 103;name: 'exeggutor'; species_id: 103;height: 20;weight: 1200;base_experience: 186;order: 161;is_default: 1},
{id: 104;name: 'cubone'; species_id: 104;height: 4;weight: 65;base_experience: 64;order: 163;is_default: 1},
{id: 105;name: 'marowak'; species_id: 105;height: 10;weight: 450;base_experience: 149;order: 164;is_default: 1},
{id: 106;name: 'hitmonlee'; species_id: 106;height: 15;weight: 498;base_experience: 159;order: 168;is_default: 1},
{id: 107;name: 'hitmonchan'; species_id: 107;height: 14;weight: 502;base_experience: 159;order: 169;is_default: 1},
{id: 108;name: 'lickitung'; species_id: 108;height: 12;weight: 655;base_experience: 77;order: 171;is_default: 1},
{id: 109;name: 'koffing'; species_id: 109;height: 6;weight: 10;base_experience: 68;order: 173;is_default: 1},
{id: 110;name: 'weezing'; species_id: 110;height: 12;weight: 95;base_experience: 172;order: 174;is_default: 1},
{id: 111;name: 'rhyhorn'; species_id: 111;height: 10;weight: 1150;base_experience: 69;order: 176;is_default: 1},
{id: 112;name: 'rhydon'; species_id: 112;height: 19;weight: 1200;base_experience: 170;order: 177;is_default: 1},
{id: 113;name: 'chansey'; species_id: 113;height: 11;weight: 346;base_experience: 395;order: 180;is_default: 1},
{id: 114;name: 'tangela'; species_id: 114;height: 10;weight: 350;base_experience: 87;order: 182;is_default: 1},
{id: 115;name: 'kangaskhan'; species_id: 115;height: 22;weight: 800;base_experience: 172;order: 184;is_default: 1},
{id: 116;name: 'horsea'; species_id: 116;height: 4;weight: 80;base_experience: 59;order: 186;is_default: 1},
{id: 117;name: 'seadra'; species_id: 117;height: 12;weight: 250;base_experience: 154;order: 187;is_default: 1},
{id: 118;name: 'goldeen'; species_id: 118;height: 6;weight: 150;base_experience: 64;order: 189;is_default: 1},
{id: 119;name: 'seaking'; species_id: 119;height: 13;weight: 390;base_experience: 158;order: 190;is_default: 1},
{id: 120;name: 'staryu'; species_id: 120;height: 8;weight: 345;base_experience: 68;order: 191;is_default: 1},
{id: 121;name: 'starmie'; species_id: 121;height: 11;weight: 800;base_experience: 182;order: 192;is_default: 1},
{id: 122;name: 'mr-mime'; species_id: 122;height: 13;weight: 545;base_experience: 161;order: 194;is_default: 1},
{id: 123;name: 'scyther'; species_id: 123;height: 15;weight: 560;base_experience: 100;order: 196;is_default: 1},
{id: 124;name: 'jynx'; species_id: 124;height: 14;weight: 406;base_experience: 159;order: 200;is_default: 1},
{id: 125;name: 'electabuzz'; species_id: 125;height: 11;weight: 300;base_experience: 172;order: 202;is_default: 1},
{id: 126;name: 'magmar'; species_id: 126;height: 13;weight: 445;base_experience: 173;order: 205;is_default: 1},
{id: 127;name: 'pinsir'; species_id: 127;height: 15;weight: 550;base_experience: 175;order: 207;is_default: 1},
{id: 128;name: 'tauros'; species_id: 128;height: 14;weight: 884;base_experience: 172;order: 209;is_default: 1},
{id: 129;name: 'magikarp'; species_id: 129;height: 9;weight: 100;base_experience: 40;order: 210;is_default: 1},
{id: 130;name: 'gyarados'; species_id: 130;height: 65;weight: 2350;base_experience: 189;order: 211;is_default: 1},
{id: 131;name: 'lapras'; species_id: 131;height: 25;weight: 2200;base_experience: 187;order: 213;is_default: 1},
{id: 132;name: 'ditto'; species_id: 132;height: 3;weight: 40;base_experience: 101;order: 214;is_default: 1},
{id: 133;name: 'eevee'; species_id: 133;height: 3;weight: 65;base_experience: 65;order: 215;is_default: 1},
{id: 134;name: 'vaporeon'; species_id: 134;height: 10;weight: 290;base_experience: 184;order: 217;is_default: 1},
{id: 135;name: 'jolteon'; species_id: 135;height: 8;weight: 245;base_experience: 184;order: 218;is_default: 1},
{id: 136;name: 'flareon'; species_id: 136;height: 9;weight: 250;base_experience: 184;order: 219;is_default: 1},
{id: 137;name: 'porygon'; species_id: 137;height: 8;weight: 365;base_experience: 79;order: 225;is_default: 1},
{id: 138;name: 'omanyte'; species_id: 138;height: 4;weight: 75;base_experience: 71;order: 228;is_default: 1},
{id: 139;name: 'omastar'; species_id: 139;height: 10;weight: 350;base_experience: 173;order: 229;is_default: 1},
{id: 140;name: 'kabuto'; species_id: 140;height: 5;weight: 115;base_experience: 71;order: 230;is_default: 1},
{id: 141;name: 'kabutops'; species_id: 141;height: 13;weight: 405;base_experience: 173;order: 231;is_default: 1},
{id: 142;name: 'aerodactyl'; species_id: 142;height: 18;weight: 590;base_experience: 180;order: 232;is_default: 1},
{id: 143;name: 'snorlax'; species_id: 143;height: 21;weight: 4600;base_experience: 189;order: 235;is_default: 1},
{id: 144;name: 'articuno'; species_id: 144;height: 17;weight: 554;base_experience: 290;order: 236;is_default: 1},
{id: 145;name: 'zapdos'; species_id: 145;height: 16;weight: 526;base_experience: 290;order: 238;is_default: 1},
{id: 146;name: 'moltres'; species_id: 146;height: 20;weight: 600;base_experience: 290;order: 240;is_default: 1},
{id: 147;name: 'dratini'; species_id: 147;height: 18;weight: 33;base_experience: 60;order: 242;is_default: 1},
{id: 148;name: 'dragonair'; species_id: 148;height: 40;weight: 165;base_experience: 147;order: 243;is_default: 1},
{id: 149;name: 'dragonite'; species_id: 149;height: 22;weight: 2100;base_experience: 300;order: 244;is_default: 1},
{id: 150;name: 'mewtwo'; species_id: 150;height: 20;weight: 1220;base_experience: 340;order: 245;is_default: 1},
{id: 151;name: 'mew'; species_id: 151;height: 4;weight: 40;base_experience: 300;order: 248;is_default: 1},
{id: 152;name: 'chikorita'; species_id: 152;height: 9;weight: 64;base_experience: 64;order: 249;is_default: 1},
{id: 153;name: 'bayleef'; species_id: 153;height: 12;weight: 158;base_experience: 142;order: 250;is_default: 1},
{id: 154;name: 'meganium'; species_id: 154;height: 18;weight: 1005;base_experience: 236;order: 251;is_default: 1},
{id: 155;name: 'cyndaquil'; species_id: 155;height: 5;weight: 79;base_experience: 62;order: 252;is_default: 1},
{id: 156;name: 'quilava'; species_id: 156;height: 9;weight: 190;base_experience: 142;order: 253;is_default: 1},
{id: 157;name: 'typhlosion'; species_id: 157;height: 17;weight: 795;base_experience: 240;order: 254;is_default: 1},
{id: 158;name: 'totodile'; species_id: 158;height: 6;weight: 95;base_experience: 63;order: 255;is_default: 1},
{id: 159;name: 'croconaw'; species_id: 159;height: 11;weight: 250;base_experience: 142;order: 256;is_default: 1},
{id: 160;name: 'feraligatr'; species_id: 160;height: 23;weight: 888;base_experience: 239;order: 257;is_default: 1},
{id: 161;name: 'sentret'; species_id: 161;height: 8;weight: 60;base_experience: 43;order: 258;is_default: 1},
{id: 162;name: 'furret'; species_id: 162;height: 18;weight: 325;base_experience: 145;order: 259;is_default: 1},
{id: 163;name: 'hoothoot'; species_id: 163;height: 7;weight: 212;base_experience: 52;order: 260;is_default: 1},
{id: 164;name: 'noctowl'; species_id: 164;height: 16;weight: 408;base_experience: 158;order: 261;is_default: 1},
{id: 165;name: 'ledyba'; species_id: 165;height: 10;weight: 108;base_experience: 53;order: 262;is_default: 1},
{id: 166;name: 'ledian'; species_id: 166;height: 14;weight: 356;base_experience: 137;order: 263;is_default: 1},
{id: 167;name: 'spinarak'; species_id: 167;height: 5;weight: 85;base_experience: 50;order: 264;is_default: 1},
{id: 168;name: 'ariados'; species_id: 168;height: 11;weight: 335;base_experience: 140;order: 265;is_default: 1},
{id: 169;name: 'crobat'; species_id: 169;height: 18;weight: 750;base_experience: 268;order: 75;is_default: 1},
{id: 170;name: 'chinchou'; species_id: 170;height: 5;weight: 120;base_experience: 66;order: 266;is_default: 1},
{id: 171;name: 'lanturn'; species_id: 171;height: 12;weight: 225;base_experience: 161;order: 267;is_default: 1},
{id: 172;name: 'pichu'; species_id: 172;height: 3;weight: 20;base_experience: 41;order: 34;is_default: 1},
{id: 173;name: 'cleffa'; species_id: 173;height: 3;weight: 30;base_experience: 44;order: 63;is_default: 1},
{id: 174;name: 'igglybuff'; species_id: 174;height: 3;weight: 10;base_experience: 42;order: 70;is_default: 1},
{id: 175;name: 'togepi'; species_id: 175;height: 3;weight: 15;base_experience: 49;order: 268;is_default: 1},
{id: 176;name: 'togetic'; species_id: 176;height: 6;weight: 32;base_experience: 142;order: 269;is_default: 1},
{id: 177;name: 'natu'; species_id: 177;height: 2;weight: 20;base_experience: 64;order: 271;is_default: 1},
{id: 178;name: 'xatu'; species_id: 178;height: 15;weight: 150;base_experience: 165;order: 272;is_default: 1},
{id: 179;name: 'mareep'; species_id: 179;height: 6;weight: 78;base_experience: 56;order: 273;is_default: 1},
{id: 180;name: 'flaaffy'; species_id: 180;height: 8;weight: 133;base_experience: 128;order: 274;is_default: 1},
{id: 181;name: 'ampharos'; species_id: 181;height: 14;weight: 615;base_experience: 230;order: 275;is_default: 1},
{id: 182;name: 'bellossom'; species_id: 182;height: 4;weight: 58;base_experience: 245;order: 79;is_default: 1},
{id: 183;name: 'marill'; species_id: 183;height: 4;weight: 85;base_experience: 88;order: 278;is_default: 1},
{id: 184;name: 'azumarill'; species_id: 184;height: 8;weight: 285;base_experience: 210;order: 279;is_default: 1},
{id: 185;name: 'sudowoodo'; species_id: 185;height: 12;weight: 380;base_experience: 144;order: 281;is_default: 1},
{id: 186;name: 'politoed'; species_id: 186;height: 11;weight: 339;base_experience: 250;order: 102;is_default: 1},
{id: 187;name: 'hoppip'; species_id: 187;height: 4;weight: 5;base_experience: 50;order: 282;is_default: 1},
{id: 188;name: 'skiploom'; species_id: 188;height: 6;weight: 10;base_experience: 119;order: 283;is_default: 1},
{id: 189;name: 'jumpluff'; species_id: 189;height: 8;weight: 30;base_experience: 207;order: 284;is_default: 1},
{id: 190;name: 'aipom'; species_id: 190;height: 8;weight: 115;base_experience: 72;order: 285;is_default: 1},
{id: 191;name: 'sunkern'; species_id: 191;height: 3;weight: 18;base_experience: 36;order: 287;is_default: 1},
{id: 192;name: 'sunflora'; species_id: 192;height: 8;weight: 85;base_experience: 149;order: 288;is_default: 1},
{id: 193;name: 'yanma'; species_id: 193;height: 12;weight: 380;base_experience: 78;order: 289;is_default: 1},
{id: 194;name: 'wooper'; species_id: 194;height: 4;weight: 85;base_experience: 42;order: 291;is_default: 1},
{id: 195;name: 'quagsire'; species_id: 195;height: 14;weight: 750;base_experience: 151;order: 292;is_default: 1},
{id: 196;name: 'espeon'; species_id: 196;height: 9;weight: 265;base_experience: 184;order: 220;is_default: 1},
{id: 197;name: 'umbreon'; species_id: 197;height: 10;weight: 270;base_experience: 184;order: 221;is_default: 1},
{id: 198;name: 'murkrow'; species_id: 198;height: 5;weight: 21;base_experience: 81;order: 293;is_default: 1},
{id: 199;name: 'slowking'; species_id: 199;height: 20;weight: 795;base_experience: 172;order: 130;is_default: 1},
{id: 200;name: 'misdreavus'; species_id: 200;height: 7;weight: 10;base_experience: 87;order: 295;is_default: 1},
{id: 201;name: 'unown'; species_id: 201;height: 5;weight: 50;base_experience: 118;order: 297;is_default: 1},
{id: 202;name: 'wobbuffet'; species_id: 202;height: 13;weight: 285;base_experience: 142;order: 299;is_default: 1},
{id: 203;name: 'girafarig'; species_id: 203;height: 15;weight: 415;base_experience: 159;order: 300;is_default: 1},
{id: 204;name: 'pineco'; species_id: 204;height: 6;weight: 72;base_experience: 58;order: 301;is_default: 1},
{id: 205;name: 'forretress'; species_id: 205;height: 12;weight: 1258;base_experience: 163;order: 302;is_default: 1},
{id: 206;name: 'dunsparce'; species_id: 206;height: 15;weight: 140;base_experience: 145;order: 303;is_default: 1},
{id: 207;name: 'gligar'; species_id: 207;height: 11;weight: 648;base_experience: 86;order: 304;is_default: 1},
{id: 208;name: 'steelix'; species_id: 208;height: 92;weight: 4000;base_experience: 179;order: 152;is_default: 1},
{id: 209;name: 'snubbull'; species_id: 209;height: 6;weight: 78;base_experience: 60;order: 306;is_default: 1},
{id: 210;name: 'granbull'; species_id: 210;height: 14;weight: 487;base_experience: 158;order: 307;is_default: 1},
{id: 211;name: 'qwilfish'; species_id: 211;height: 5;weight: 39;base_experience: 88;order: 308;is_default: 1},
{id: 212;name: 'scizor'; species_id: 212;height: 18;weight: 1180;base_experience: 175;order: 197;is_default: 1},
{id: 213;name: 'shuckle'; species_id: 213;height: 6;weight: 205;base_experience: 177;order: 309;is_default: 1},
{id: 214;name: 'heracross'; species_id: 214;height: 15;weight: 540;base_experience: 175;order: 310;is_default: 1},
{id: 215;name: 'sneasel'; species_id: 215;height: 9;weight: 280;base_experience: 86;order: 312;is_default: 1},
{id: 216;name: 'teddiursa'; species_id: 216;height: 6;weight: 88;base_experience: 66;order: 314;is_default: 1},
{id: 217;name: 'ursaring'; species_id: 217;height: 18;weight: 1258;base_experience: 175;order: 315;is_default: 1},
{id: 218;name: 'slugma'; species_id: 218;height: 7;weight: 350;base_experience: 50;order: 316;is_default: 1},
{id: 219;name: 'magcargo'; species_id: 219;height: 8;weight: 550;base_experience: 151;order: 317;is_default: 1},
{id: 220;name: 'swinub'; species_id: 220;height: 4;weight: 65;base_experience: 50;order: 318;is_default: 1},
{id: 221;name: 'piloswine'; species_id: 221;height: 11;weight: 558;base_experience: 158;order: 319;is_default: 1},
{id: 222;name: 'corsola'; species_id: 222;height: 6;weight: 50;base_experience: 144;order: 321;is_default: 1},
{id: 223;name: 'remoraid'; species_id: 223;height: 6;weight: 120;base_experience: 60;order: 323;is_default: 1},
{id: 224;name: 'octillery'; species_id: 224;height: 9;weight: 285;base_experience: 168;order: 324;is_default: 1},
{id: 225;name: 'delibird'; species_id: 225;height: 9;weight: 160;base_experience: 116;order: 325;is_default: 1},
{id: 226;name: 'mantine'; species_id: 226;height: 21;weight: 2200;base_experience: 170;order: 327;is_default: 1},
{id: 227;name: 'skarmory'; species_id: 227;height: 17;weight: 505;base_experience: 163;order: 328;is_default: 1},
{id: 228;name: 'houndour'; species_id: 228;height: 6;weight: 108;base_experience: 66;order: 329;is_default: 1},
{id: 229;name: 'houndoom'; species_id: 229;height: 14;weight: 350;base_experience: 175;order: 330;is_default: 1},
{id: 230;name: 'kingdra'; species_id: 230;height: 18;weight: 1520;base_experience: 270;order: 188;is_default: 1},
{id: 231;name: 'phanpy'; species_id: 231;height: 5;weight: 335;base_experience: 66;order: 332;is_default: 1},
{id: 232;name: 'donphan'; species_id: 232;height: 11;weight: 1200;base_experience: 175;order: 333;is_default: 1},
{id: 233;name: 'porygon2'; species_id: 233;height: 6;weight: 325;base_experience: 180;order: 226;is_default: 1},
{id: 234;name: 'stantler'; species_id: 234;height: 14;weight: 712;base_experience: 163;order: 334;is_default: 1},
{id: 235;name: 'smeargle'; species_id: 235;height: 12;weight: 580;base_experience: 88;order: 335;is_default: 1},
{id: 236;name: 'tyrogue'; species_id: 236;height: 7;weight: 210;base_experience: 42;order: 167;is_default: 1},
{id: 237;name: 'hitmontop'; species_id: 237;height: 14;weight: 480;base_experience: 159;order: 170;is_default: 1},
{id: 238;name: 'smoochum'; species_id: 238;height: 4;weight: 60;base_experience: 61;order: 199;is_default: 1},
{id: 239;name: 'elekid'; species_id: 239;height: 6;weight: 235;base_experience: 72;order: 201;is_default: 1},
{id: 240;name: 'magby'; species_id: 240;height: 7;weight: 214;base_experience: 73;order: 204;is_default: 1},
{id: 241;name: 'miltank'; species_id: 241;height: 12;weight: 755;base_experience: 172;order: 336;is_default: 1},
{id: 242;name: 'blissey'; species_id: 242;height: 15;weight: 468;base_experience: 635;order: 181;is_default: 1},
{id: 243;name: 'raikou'; species_id: 243;height: 19;weight: 1780;base_experience: 290;order: 337;is_default: 1},
{id: 244;name: 'entei'; species_id: 244;height: 21;weight: 1980;base_experience: 290;order: 338;is_default: 1},
{id: 245;name: 'suicune'; species_id: 245;height: 20;weight: 1870;base_experience: 290;order: 339;is_default: 1},
{id: 246;name: 'larvitar'; species_id: 246;height: 6;weight: 720;base_experience: 60;order: 340;is_default: 1},
{id: 247;name: 'pupitar'; species_id: 247;height: 12;weight: 1520;base_experience: 144;order: 341;is_default: 1},
{id: 248;name: 'tyranitar'; species_id: 248;height: 20;weight: 2020;base_experience: 300;order: 342;is_default: 1},
{id: 249;name: 'lugia'; species_id: 249;height: 52;weight: 2160;base_experience: 340;order: 344;is_default: 1},
{id: 250;name: 'ho-oh'; species_id: 250;height: 38;weight: 1990;base_experience: 340;order: 345;is_default: 1},
{id: 251;name: 'celebi'; species_id: 251;height: 6;weight: 50;base_experience: 300;order: 346;is_default: 1},
{id: 252;name: 'treecko'; species_id: 252;height: 5;weight: 50;base_experience: 62;order: 347;is_default: 1},
{id: 253;name: 'grovyle'; species_id: 253;height: 9;weight: 216;base_experience: 142;order: 348;is_default: 1},
{id: 254;name: 'sceptile'; species_id: 254;height: 17;weight: 522;base_experience: 265;order: 349;is_default: 1},
